PersonId,ProjectId,Language,Task Description
261,2519,English,"Development of requirements, project management, and development of a company Intranet"
261,2325,English,Coordination and monitoring of client-specific problems and concerns
261,2325,English,Dispatching – organisational management in shift operation
261,2325,English,Monitoring the data networks
261,2325,English,Incident management – faults delimitation and coordination of the correction of the faults with national and international problem solutions
94,1033,German,Ausarbeiten der Massnahnepakete zur Behebung der Findings
94,1033,German,Koordination der Inspektion durch interne QS
94,1033,German,Unterstützung bei der Gap Analyse
94,1033,German,Überwachung und Steuerung der Verbesserungsmassnahmen
94,1033,German,Management Reporting; Freigaben beantragen
94,1006,German,Begleiten der Inspection
94,1006,German,Dokument Workshop mit Stakeholdern durchführen
94,1015,German,Durchführen von Dokumentenstudium und Interviews
94,1015,German,Festlegen des Scopes mit Prozessgebieten und den zu betrachtenden Maturitätslevel
94,1015,German,Periodische Konsolidierung und Bewertung der Interviewresultate inklusive Schulterblick mit dem Auftraggeber
94,1015,German,Präsentation der Resultate an an das Management und an alle Beteiligten
94,1017,German,Eruieren von kritischen Erfolgsfaktoren
94,1017,German,Unterstützung bei der Zielfindung und deren Definition
94,1017,German,Moderation von Prozessverbesserungsworkshops
94,1017,German,Erarbeiten von Verbesserungsfeldern auf Grund der Resultate aus SPICE Assessments
94,1017,German,Durchführen von Assessments nach Automotive SPICE
94,1017,German,"Definition von Metriken, um die Zielerreichung nachweisen zu können"
94,1016,German,Erarbeiten einer Kommunikationsstrategie
94,1020,German,Erarbeiten von kundenspezifischen Schulungsunterlagen
94,1020,German,Durchführung der Schulungen
94,1022,German,IST Aufnahme der gelebten Prozesse mittels Dokumentenstudium und Interviews
94,1026,German,Definition des Assessmentformulars
94,1025,German,"Design Workshops für Service Level-, Incident-, Problem-, Change- und Configurationmanagement"
94,2599,German,Festlegen von Umfang und Tiefe der Analyse
94,2599,German,Dokumentenstudium
94,2599,German,Erstellen von Fragekatalogen
94,2599,German,"Durchführung von Interviews, Visualisierung der Resultate"
94,2599,German,"Analyse der Resultate, ermitteln des Reifegrades der gelebten Prozesse"
94,2599,German,Presentation und
94,2600,German,"Durchführung eines Kickoffs, Festlegen des Ansatzes"
94,2600,German,Abgrenzen der Analysefelder und Planung
94,2600,German,Dokumentenstudium
94,2600,German,Auswahl der Interviewpartner für festgelegte Themengebiete
94,2600,German,Durchführen von rund 10 Interviews mit strukturierten Fragekatalogen
94,2600,German,Ausarbeiten eines IST Bildes
94,2600,German,Aufzeigen der Fit & Gap’s gegenüber „good practice“
94,2600,English,Demonstrating the Fit & Gap’s with respect to “good practice”
94,2600,English,Preparation of a current picture
94,2600,English,Conducting about 10 interviews with structured questionnaires
94,2600,English,Selection of interview partners for specific subject areas
94,2600,English,Documents study
94,2600,English,Delimitation of the analysis fields and the planning
94,2600,English,"Performing kick-offs, determining the approaches"
94,2599,English,Presentation and
94,2599,English,"Analysis of the results, determining the maturity level of the lived processes"
94,2599,English,"Conducting of interviews, visualisation of the results"
94,2599,English,Preparation of questionnaires
94,2599,English,Documents study
94,2599,English,Determining the scope and the depth of the analysis
94,1033,English,Management reporting; requesting releases
94,1033,English,Supervising and management of the improvement measures
94,1033,English,Elaboration of packages of measures for correction of the findings
94,1033,English,Coordination of the inspection through internal QA
94,1033,English,Coaching the team members
94,1033,English,Support in the gap analysis
94,1032,English,Define and implement the introduction concept
94,1032,English,Status reporting to the management
94,1032,English,Supervising and management of the project progress
94,1032,English,Coordination of the planning with the project managers
94,1032,English,Milestone planning with delivery objects
94,1032,English,Performing impact analysis of all systems
94,1032,English,Preparation of the overall planning
94,1006,English,Accompanying the inspection
94,1006,English,Conduct a document workshop with the stakeholders
94,1006,English,Perform a walkthrought and reviews
94,1006,English,Preparation of documents in conformity with ESARR 6
94,1006,English,Collection and consolidation of the relevant contents
94,1014,English,Conducting trainings for requirements engineers of a German supplier company in the automobile industry
94,1014,English,Design and development of the course documentation
94,1015,English,Presentation of the results to the management and to all participants
94,1015,English,"Periodic consolidation and evaluation of the interview results, including a “glance over the shoulder"" with the client"
94,1015,English,Conducting a document study and interviews
94,1015,English,Determining the scope with process areas and the maturity level to be considered
94,1017,English,Definition of metrics in order to be able to prove the goal attainment
94,1017,English,Determination of the critical success factors
94,1017,English,Support in the goal identification and its definition
94,1017,English,Moderation of process improvement workshops
94,1017,English,Development of improvement areas based on the results from the SPiCE assessments
94,1017,English,Performing assessments according Automotive SPICE
94,1016,English,Development of a communication strategy
94,1016,English,Preparation of improvement proposals for the development and the operations
94,1016,English,Analysis of the causes within the development and the operations
94,1016,English,Collecting of information from the company and further development by means of interviews and documentation study
94,1018,English,Planning of the optimisation implementation
94,1018,English,Assessment of the current situation
94,1019,English,Support of the project manager in the process of change management
94,1019,English,Concept for the requirements engineering methodology and processes
94,1021,English,Development of improvement measures and target processes
94,1021,English,Consolidation of the results and preliminary discussions with the client
94,1021,English,Conducting of interviews with 15 employees from the testing department and their clients
94,1020,English,Conducting the trainings
94,1020,English,Development of client-specific training documentation
94,1022,English,Inventory of the current processes by means of a study of the documentation and interviews
94,1022,English,Development of process improvement measures
94,1022,English,Preparation of an evaluation of the chances for success of the project
94,1024,English,Definition of SLAs for the new services
94,1024,English,Support to the requirements engineers in the implementation process
94,1024,English,Coaching the project manager and the service level manager
94,1023,English,Definition of measures for facilitating the outsourcing
94,1023,English,Documentation of the current processes
94,1023,English,Preparation of a coverage analysis by using the ITIL as a reference model
94,1026,English,Definition of the assessment form
94,1026,English,Support in conducting the assessments and their evaluation
94,1026,English,Providing case examples
94,1026,English,Preparation of exercises
94,1025,English,"Design workshops for service level, incident, problem, change and configuration management"
94,1027,English,Coaching the defined processes in selected development projects
94,1027,English,Development of Intranet-based process management system
94,1027,English,Development of a concept for the implementation and integration of the SW development processes
94,1028,English,Preparation of client-specific reports for the presentation of the project status
94,1028,English,Introduction of automated and detailed registration of the current expenditures
94,1028,English,Consulting the project manager in the planning with the phases and iterations in MS Project
94,1007,English,Development on a client as well as on a real-time site
94,1007,English,"Design, development and implementation of various modules of a blood analysis device"
94,1011,English,Reverse engineering of existing C++ program components
264,2520,German,"Projektmanagement (Neuplanung der Aufgaben, Ressourcenplanung, Risikomanagment)"
264,2520,German,Definition und Umsetzung von Massnahmen zur Verbesserung der SW-Prozess in diesem Projekt
264,2520,German,"Moderation von Workshops und Meetings zur Verbesserung der Zusammenarbeit mit den Stakeholdern (Entwicklern, Projektleiter, Management)"
264,2520,German,Analyse der Projektstrukturen und des Projektstatus
264,2520,German,Technische Beratung (SW-Architektur)
261,2502,English,Create a common understanding for service architecture in the areas IT operation and account management
201,2354,German,Terminkoordination
283,2605,German,Abstimmung mit den Fachbereichen und der Produktionsbetreuung für einen reibungslosen Aufbau der vor-produktiven und produktiven Umgebungen sowie der Schulungsumgebung
283,2605,German,Risiko- und Abhängigkeitsmanagement bei den einzelnen Produktionseinführungen der neuen Softwarekomponenten aus Testumgebungssicht
283,2605,German,"Mitarbeiterkoordination, u.a. Planung und Orchestrierung eines übergreifenden Ressoureneinsatzes"
283,2605,German,"Koordination Umgebungsaufbau (HOST, Informatica, SAP, UC4 sowie ca. 66 Anwendungen zzgl. Schnittstellen) und Betrieb der Umgebungen"
283,2605,German,Mitglied des Leitstands für die Umstellung und den Betrieb der vor-produktiven Umgebung
283,2606,German,Business Process Analysis und Requirements Engineering
283,2606,German,Erstellung einer Vorstudie mit Handlungsempfehlung
201,2031,German,Projektmanagement und Controlling
201,2031,German,Ergebnispräsentation
201,2031,German,Terminkoordination
201,2031,German,Lösungserarbeitung
201,2028,German,Ergebnispräsentation
283,2491,German,Architekturvergleich
283,2490,German,Analyse von Optimierungspotenzialen
283,2490,German,"Stetige Abstimmung mit Fachabteilung, Plattformteam, Testteam, Pflege des Projektplans, wöchentliches Fortschritts-Tracking und -Reporting, Dokumentation, Mitverantwortlich für die Umsetzung, Testunterstützung"
201,2607,German,Selbstständige Erstellung von Management-Präsentationen
201,2607,German,Angeboterstellung
201,2607,German,Recherche und Informationsverarbeitung
283,2496,German,Softwareauswah
201,2607,German,Organisation interner Events
201,2607,German,"Führen interner Projekte, Koordination von Ressourcen, Budgetkontrolle"
201,2607,German,"Aufarbeitung von Workshopresultaten, Dokumentation"
201,2607,German,"Datenaufbereitung, Auswertung und Finalisierung Analyseergebnissen"
201,2607,German,Selbstständige Erarbeitung von Projekt-Dokumenten
289,2613,German,Systemanalyse
289,2613,German,Softwarewartung
289,2613,German,Entwicklung
289,2613,German,Test
78,2620,German,Feststellen des Status Quo im Projektmanagement
78,2620,German,"Ableitung von Massnahmen insbesondere zur Verbesserung der Projektmethodik, der Projektkommunikation und der Einführung von Prozessveränderungen im Unternehmen"
78,2621,German,Beratung bei ausschreibungsrelevanten Fragestellungen
78,2621,German,"Beratung bei der Aufbereitung der Unternehmensdarstellung (Projekte, Mitarbeiterprofile, Kennzahlen, etc.)"
78,2621,German,Beratung bei der Darstellung von Prozessen zur Sicherstellung Prozessqualität der angebotenen Dienstleistungen
96,1063,German,Tests erstellen und updaten
96,1063,German,Organisieren von verschiedenen Releases pro Jahr
96,1063,German,Tests durchführen - manuell und automatisch
96,1063,German,Qualitätssicherung durch ständige Kommunikation mit Development
268,2372,German,Durchführung von Architekturreviews
268,2368,German,Durchführung von Architekturreviews und -anpassungen
268,2376,German,Durchführung von Architekturreviews und -anpassungen
268,2379,German,Durchführung von Architekturreviews und -anpassungen
268,2380,German,Durchführung von Architekturreviews und -anpassungen
268,2381,German,Durchführung von Architekturreviews und -anpassungen
268,2382,German,Durchführung von Architekturreviews und -anpassungen
143,1972,German,"Erstellen von Parametrierungsdokumentationen (Standards und Richtlinien, Parametrierungsanleitungen, usw.)"
103,2623,German,Erstellung des Testkonzeptes
103,2623,German,"Erstellung des Testplanes, Schätzung des Testaufwandes"
103,2623,German,"Organisation und Koordination von Testteams, Testumgebungen und Testdaten"
103,2623,German,Erstellung von regelmäßigen Teststatusberichten
103,2623,English,Regular preparation of test status reports
103,2623,English,"Organisation and coordination of test teams, test environments and test data"
103,2623,English,"Development of test plan, cost estimation"
103,2623,English,Development of test concept
52,2317,German,Führung und Aktualisierung von Product- und Sprint-Backlog
221,2627,German,Projekt Management
221,2627,German,Führen eines Entwicklerteams für die Report Migration
221,2627,German,Koordination der Migration mit den laufenden Projekten des Business in der Schweiz und in den USA
221,2627,German,Erstellung von Migrations- und Testplänen
221,2627,German,Koordination und Durchführung der technischen Migration
221,2627,German,Erstellung von Schulungsunterlagen
221,2627,German,Organisation und Durchführung von Schulungen
152,2629,German,Password Management Strategie erarbeiten
152,2629,German,Workshops moderieren
152,2629,German,Interviews mit Stakeholdern
152,2629,German,Analyse bestehender Systemlandschaft
152,2628,German,Coverage Analyse Releasemanagement-Prozess
152,2628,German,Neuer Relasemanagement-Prozess erarbeiten
152,2628,German,Workshops führen
126,1389,German,Weiterentwicklung Schnittstelle Software-Gerät
126,1389,German,Entwicklung Parser für Applikationen
126,1389,German,Weiterentwicklung Data Access
126,1389,German,Definieren von Unit Specifications
126,1389,German,Schreiben von Unit Tests
163,1894,German,Roadmap zur Umsetzung des Ziel-Szenarios
163,1894,German,SOLL-Situation definieren anhand der Analyseresultate und den zukünftigen Anforderungen
163,1894,German,Bewertung der Soll-Szenarien
163,1894,German,"IST-Situation bezüglich Prozesse, Tools und Rollen beschreiben"
163,1894,German,IST-Analyse
163,1893,German,Übersetzen von Marketing-Unterlagen
163,1893,German,Anforderungen an Dokumente und Werkzeuge definieren
163,1893,German,Call-Center evaluieren
163,1893,German,Konkurrenzanalyse
163,1893,German,Auswahl und Prüfung von Personalvermittlern
163,1893,German,Kundenakquistion
163,1893,German,Marktsegmente identifizieren
163,1892,German,Coaching der Kunden auf den Zielprozess
163,1892,German,Darstellung des Bereitstellungsprozesses und den relativen Schnittstellen
163,1892,German,Durchführen von Workshops zur Ermittlung der IST-Situation
163,1892,German,"Prozessanalysen für Major Realeses, Change-Management, Config-Management, etc."
163,1892,German,Interview mit Prozessverantwortlichen
163,1892,German,"Interview mit Entwicklern, Anwendungsverantwortlichen und Betrieb zur Analye und Darstellung der IST-Situation"
13,2637,German,Prozess- und Rollendefinitionen erstellen
13,2637,German,Vision entwickeln und den strategischen Auftrag skizzieren
13,2637,German,Motivieren und Mobilisieren des Teams
291,2659,English,Analyze user requirements
291,2659,English,Design database table definition
291,2659,English,Development and implementation of the system
291,2667,English,Analyze user requirements and document program specifications.
291,2667,English,Prepare database table design
291,2667,English,Development of the application
291,2667,English,"Prepare documentation for module promotion (user's manual, installation procedure)"
294,2658,English,"Prepare and manage build, test, and releases in Production, QA and UAT environments."
294,2658,English,Maintain version control and backups of environments as required.
294,2658,English,Works on customer issues/initiatives concurrently with the development/deployment group.
294,2658,English,"Deploy quality assurance-tested defect fixes, product enhancements, and new reports to each environment through the development and testing phases; monitor system status and error logs to ensure successful migration."
294,2658,English,Prepare notifications of deployment to other process teams and client-facing teams using case management tool or approved notification templates.
294,2658,English,"Assist product managers with determining the level of effort necessary to deploy the product, enhancement, or report for input into the product development planning phase."
294,2658,English,"Provides high-level support to clients and other users that require issue/error investigation, SQL query creation and running, code (C# .Net) and configuration checking."
294,2658,English,JIRA Administration and support.
294,2658,English,Coordinate with the US team mates with regards to issue resolutions and processes.
294,2658,English,Creates processes that will make the Release Management and Support team more effective and efficient.   
294,2658,English,Assist peers with issue resolution and peer reviews when requested.
291,2668,English,Analyze user requirements
291,2668,English,Design database table definition
291,2668,English,Development of the module
291,2668,English,Prepare documentation for program promotion
294,2669,English,Executing of Software Test.
294,2669,English,Establishing and maintaining test documentation.
294,2669,English,Designing and creating test cases and specifications.
293,2670,English,"Analyse requirement and design, implement and test software modules."
293,2670,English,Executing of software test.
293,2670,English,Establishing and maintaning test documentation.
294,2669,English,Test Management.
294,2669,English,Leading and supporting junior and professional testers.
294,2669,English,Preparation and execution of several different tests.
294,2669,English,Other software testing and development related activities.
294,2671,English,Provided Technical Support to HP global customer base.
294,2671,English,Part of the global operations team responsible for the support of Web and Application technologies.
294,2671,English,Worked on customer issues/initiatives concurrently with the development/deployment group.
294,2671,English,Handled end-to-end delivery of SLAs for the assigned account.
294,2671,English,Provided service delivery to the required service level.
294,2671,English,"Installed, configured and administered large-scale global and regional middleware applications."
294,2671,English,Creation and documentation of processes that will be used by the team.
294,2671,English,Trained new hires from Level 1 to Level 3.
293,2657,English,Develop back-end and front-end
294,2672,English,Developed and design web applications and web services to build user friendly websites on the internet and NCO intranet sites.
294,2672,English,Coded NCO website using web-based programming languages.
294,2672,English,"Built effective website content using information provided by Business Analysts, Project Managers, and NCO end users."
294,2672,English,Performed local testing to ensure usability of web design through validation of design architecture and code writing.
294,2672,English,Maintained knowledge of functional area and company policies and procedures.
294,2672,English,Provided feedback to management concerning possible problems or areas of improvement.
294,2672,English,Made recommendations to implement improved processes.
294,2672,English,Performed other duties as assigned by management.
294,2672,English,"Run regression tests, bug testing, creation of automated test scripts and creation of testing documentations"
294,2672,English,"Administrative duties for the Corporate IT Department (Programming, Windows Administrators, Data Network and Telecoms Teams)."
297,2666,English,Designing and planning of new features
297,2666,English,Bug fixing tasks and system modifications
297,2665,English,Designing and planning of new features
297,2665,English,Bug fixing tasks and system modifications
297,2664,English,Contributes in establishing the business rules and requirements of the assigned modules
297,2664,English,Designing and planning of assigned new features
297,2664,English,"Responsible for the design and implementation of the front end, parallel to the business rules"
297,2664,English,Bug fixing tasks and system modifications
297,2664,English,Teaching of other members about the system being used and proper implementation of new features
297,2663,English,Contributes in establishing the business rules and requirements of the assigned modules
297,2663,English,Designing and planning of assigned new features
297,2663,English,"Responsible for the design and implementation of the front end, parallel to the business rules"
297,2663,English,Bug fixing tasks and system modifications
297,2663,English,Teaching of other members about the system and proper implementation of new features
292,2673,English,Converts product enhancement specifications to program code
292,2673,English,Troubleshoot and Analyze System bugs
292,2673,English,Supports bank's IT department in maintaining the system
297,2662,English,Designing and planning of new front end features for the modules assigned
297,2662,English,Responsible for implementing the UI design by developing XAML tags and C# codes
297,2662,English,Responsible for integrating web services to the UI by binding retrieved data to the XAML components
297,2662,English,Implemented Telerik Controls for the modules assigned
297,2662,English,Assigned to check and optimized UI Implementations
297,2662,English,Bug fixing tasks and system modifications
297,2662,English,Conduct research and development work in using Telerik Controls and other custom controls available
297,2662,English,Implement the controls’ styles and templates from the creative designer
294,2674,English,Checked/reviewed and creation of test cases.
294,2674,English,Contributed to the tracking and resolution of bugs.
294,2674,English,"Initiated, identified and implemented improvements to the test processes and procedures."
294,2674,English,Notified the Software Test Lead about any major issues that may be encountered during testing.
294,2674,English,"Performed all aspects of product testing including functional, component, regression and exploratory testing."
294,2674,English,Provided feedback on test case detail and clarity.
297,2661,English,Responsible for implementing the UI design by developing XAML tags and C# codes
297,2661,English,Responsible for integrating web services to the UI by binding retrieved data to the XAML components
297,2661,English,Implemented Telerik Controls for the modules assigned
297,2661,English,Assigned to check and optimize UI Implementations
297,2661,English,Bug fixing tasks and system modifications
297,2660,English,Included in a team that converts the software from classic ASP to ASP.NET
297,2660,English,Mini tools creation tasks
297,2660,English,Bug fixing and addition of new features
297,2660,English,Experienced scripting of Automated Test using HP-QTP
291,2675,English,Analyze user requirements
291,2675,English,Design database table definition
291,2675,English,Development and implementation of the system
294,2676,English,Manual software testing
294,2676,English,Implementation of new system functions
294,2676,English,Database Management
294,2676,English,System’s Security function Management
294,2676,English,Test Script writing
294,2676,English,Technical Support
292,2677,English,Handles Maintenance of the system
292,2677,English,Troubleshoots and analyzes system bugs
292,2677,English,Create additional enhancements to the system
52,2312,German,Verantwortlicher Software Architekt
52,603,German,Verantwortlicher Software Architekt
52,2316,German,Verantwortlicher Software Architekt
52,2317,German,Verantwortlicher Software Architekt
152,2344,English,Project management
152,2344,English,Road map for the implementation of the improvement measures
152,2344,English,Elaboration of measures
152,2344,English,Review of the entire release and change management process
152,2344,English,Workshops with software suppliers and system operator
152,2344,English,Architekturreview to system and software level
152,2629,English,Analysis of existing system landscape
152,2629,English,Interviews with stakeholders
152,2629,English,Moderating workshops
152,2629,English,Strategy work for password management
152,2628,English,Lead workshops
152,2628,English,Develop new / Hydrolase management process
152,2628,English,Coverage analysis release management process
152,2343,English,Coordination penetration testing
152,2343,English,Situation analysis and creating measures
152,1933,English,Evaluation and introduction of EAM tools
152,1933,English,How to create a lightweight EAM process adapted to the customer needs of consulting firm (ongoing)
152,1933,English,Participation in the IT strategy (ongoing)
152,1933,English,"Create target analysis, collect, maintain and verify the requirements from the business to business processes"
152,1933,English,IS analysis of the existing IT landscape as well as the business processes
152,1933,English,Develop concept for the establishment of EAM
152,2018,English,Presentation of the report to the Enterprise Architecture Department
152,2018,English,Organizing and conducting a workshop with international bank
152,2018,English,Show solutions from other companies
152,2018,English,"Result in interviews with various stakeholders (architects, developers, project managers, operation)"
152,2018,English,Analyze and evaluate the existing technology architecture
152,1934,English,Specification creation in cooperation with domain architects and engineers
152,1934,English,Management summary of the entire solution
152,1934,English,Comparison of solution architecture with the IT risk officer
152,1934,English,Create solution architecture document
152,1934,English,"Collect, maintain and verify the requirements"
152,1555,English,Information flow analysis of the IT landscape and work with PCI-DSS assessment
152,1555,English,Piloting a single-sign-on solution in the SOA environment
152,1555,English,"Introduction of application servers, enterprise service bus, and workflow EngineVerifikation"
152,1555,English,Management and coordination of external consulting
152,1555,English,Calculation of new projects and provision of associated project plans
152,1555,English,Review of the technical new project concepts presented by external and internal teams and specifications on which the security and business policies with regard to the system architecture and to their suitability for the further developing landscape
152,1555,English,Extension of the IT system documentation and security documentation as a basis for enterprise architecture management and as a communication tool with various stakeholders
152,1555,English,"Collect, maintain and verify the requirements for the architecture"
152,1555,English,Development of new service-oriented architecture
152,1556,English,Collect and manage the requirements for the platform
152,1556,English,Performance improvement of the production environment
152,1554,English,Weak point analysis of Web apps
152,1554,English,Build management
152,1554,English,Information security
49,2678,German,Aufnahme der IST-Situation durch Interviews und Workshops unter Einbezug der Kunden der Entwicklungabteilung
49,2678,German,Erarbeiten des Zeilbildes durch Workshops
49,2678,German,Prozess- und Rollendefinitionen erstellen
49,2678,German,Vision entwickeln und den strategischen Auftrag skizzieren
49,2678,German,Motivieren und Mobilisieren des Teams
268,2681,German,Installation der Eclipse-Plugins
268,2681,German,Installation des Liferay-Portals mit Tomcat
268,2681,German,Installation einer mySQL - Datenbank
268,2681,German,Konfiguration der gesamten Entwicklungsumgebung
268,2681,German,Entwicklung diverser Portlets
302,2682,German,"Projektleitung, Koordination, Kommunikation sicherstellen"
302,2682,German,Anforderungen der verschiedenen internationalen Stakeholder zusammentragen und konsolidieren
302,2682,German,Software-Architektur und -Design
302,2682,German,Software Entwicklung
302,2682,German,Testing
302,2683,German,"Projektleitung, Koordination, Kommunikation sicherstellen"
302,2683,German,Requirements Engineering
302,2683,German,Leitung von Workshops mit versch. internationalen Stakeholdern
302,2683,German,Software-Design
302,2683,German,Software Entwicklung
302,2683,German,"Unterstützung des Kunden während der Testphase, Analyse und Anpassung von Testcases"
302,2684,German,Implementation der neuen Treiber
302,2684,German,Integration der Treiber auf verschiedene Hardware Plattformen
302,2684,German,Testing
302,2684,German,Koordination internationaler Stakeholder
302,2685,German,Software Design
302,2685,German,Software Entwicklung
302,2685,German,Testing
302,2685,German,Koordination internationaler Stakeholder
302,2686,German,Software Entwicklung
302,2686,German,Koordination und Befähigung verteilter Teams
302,2686,German,Testing
302,2687,German,Software Entwicklung
302,2688,German,Spezifikation von Testcases
302,2688,German,Planung und Durchführen der Test
302,2688,German,Testabdeckung und Traceability sicherstellen
302,2688,German,Reporting erstellen
302,2688,German,Fehlersuche
302,2689,German,Anforderungsanalyse
302,2689,German,Software Entwicklung
302,2689,German,Software Design
302,2689,German,Testing
302,2690,German,Software Design
302,2690,German,Software Entwicklung
302,2691,German,Software Entwickler
302,2692,German,Software Entwicklung
302,2693,German,Anforderungsanalyse
302,2693,German,Software Entwicklung
302,2693,German,Testing
139,2694,German,Testplanung
139,2694,German,Ressourcenallokation
139,2694,German,Testauswertung und -bericht
139,2694,German,Abdeckungsanalyse
139,2694,German,Teamleitung
139,2694,English,Team management
139,2694,English,Coverage analysis
139,2694,English,Test result analysis and reporting
139,2694,English,Resource allocation
139,2694,English,Test planning
304,2695,English,"Analysis requirment and design, implement and test software modules."
304,2695,English,Executing of software test.
304,2695,English,Establishing and maintaining test documentation
290,2696,English,SQL Server - setup and development
290,2696,English,"SQL Server - design, create and update  tables, stored procedures, views and functions"
290,2696,English,"SQL Server - Maintenance, debugging and backup"
290,2696,English,"Client .NET 2.0 Windows application - design, create and deploy"
290,2696,English,Excel Report Automation
290,2696,English,Unit integration and System Testing
290,2697,English,Porting implementation of WSD Discovery from bigger platform to smaller MFP platform
290,2697,English,debugging of bugs encountered during implementation
290,2697,English,unit and system testing of WSD module (includes use of WLK)
290,2698,English,Fix bugs for fax communication and MFP behaviour
290,2699,English,maintenance and debugging on Training
290,2700,English,"Create, Update, Prepare Powerpoint Presentation"
290,2700,English,Deliver training course
290,2700,English,answer queries regarding UML on and off the training time
290,2701,English,Investigation of different test practices for different language/technologies
290,2701,English,sample application of these practices  for different language /technologies
290,2701,English,UML design of the framework to be used
282,2702,English,Proper allocation of IP address under IP Range of different VLAN and standard computer naming.
282,2702,English,"Ensuring server is extremely safe from Virus, theft, and file corruption which cannot be access by any user on the workgroup especially shared/confidential files while allowing the information/rights and to remain accessible to intended users"
282,2702,English,"Managing IT partner/vendor (SM-IT,Wincor,IBM etc.) with decorous approach and coordination on every project and IT concern."
282,2702,English,"Technical Support for PDT (Portable Data Transfer Device),Digital Weighing Scales (Digital-Isys) configuration, Verifier (Kiosk) Configuration."
282,2703,English,"Monitors Servers,  Network downtimes, performance and coordinate to ISP, on-site Supports, and Network Team."
282,2703,English,"Technical Support for IP Phones, Nortel, Printers and other hardware equipment used in call center."
282,2703,English,"Technical Support for File Transfer Protocol, Vicidial and Eyebeam configuration, MS Outlook setup, programs such as Microsoft Office, Open Office, Avaya, Eyebeam, CMS, Internet Explorer, Mozilla, Network Lookout, Spark, Yahoo Messenger, Live Messenger and VNC"
282,2703,English,"Managed Symantec Endpoint Protection Manager Server, creates Ghost images for rapid configurations using Symantec's Norton Ghost"
282,2703,English,Answers Agents/Employees inquiries and issues regarding hardware and software problem using Service Help Desk.
239,2704,English,Design
239,2704,English,Development
239,2704,English,Maintenance
239,2704,English,Release management
239,2705,English,Software Design
239,2705,English,Development
239,2705,English,Testing
239,2706,English,Software Design
239,2706,English,Development
239,2706,English,"Testing (unit-tests, integration tests) in a real-time environment"
239,2707,English,Design
239,2707,English,Development
239,2707,English,Testing
239,2708,English,Software Design
239,2708,English,Development
239,2708,English,Testing
239,2709,English,"Graphical user-interface design, Software Development"
275,2710,English,Analysis
275,2710,English,Design
275,2710,English,Implementation
123,1353,English,Developed feature and configuration checklists for improving software deliverables and communication with testing team
123,1353,English,Set up communication platform for software and testing team including ticketing workflow and monitoring
123,1353,English,Coached software department head and coordinated with project head
275,2711,English,Analysis
275,2711,English,Design
275,2711,English,Implementation
275,2712,English,Analysis
275,2712,English,Design
275,2712,English,Implementation
275,2713,English,Analysis
275,2713,English,Design
275,2713,English,Implementation
275,2714,English,Analysis
275,2714,English,Design & Implementation
275,2715,English,Analysis
275,2715,English,Design & Implementation
275,2716,English,Analysis
275,2716,English,Design & Implementation
123,2679,English,Specified project deliverables complying with FDA regulations and HIPAA compliance
158,2099,English,"Consulting the overall project manager for vendor management, revision security (Geschäftsprüfungsverordnung) and overall process creation"
158,2099,English,"Project lead IT: Responsible for planning, scope, scheduling, reporting, & coordination of the technical tasks  "
158,1591,English,Collectn requirements from business and legal / compliance.
158,1591,English,"Coordination of internal and external development units in England, United States, Romania and India."
158,1591,English,Specification of the technical format for the new document types according to global requirements
158,1593,English,"Configuration and customizing the standard software, migration of existing documents."
158,1593,English,Implementation of the global regulatory requirement in the new system.
158,1593,English,Definition of the authorisation matrix for the distribution of documents to clients with specific local characteristics.
158,1593,English,Vendor management
273,2718,English,Loading and transform data from MS Excel and generate a new file
273,2718,English,Define a process of future change management and defining an appropriate architecture
273,2718,English,Design and implement a Window application to replace the old one
273,2718,English,Analyze the structure and the functionality of the old application and the gabs to fulfill the new requirements
273,2719,English,Analysis of the actual situation
273,2719,English,Creating a HTML prototype using CSS
273,2719,English,Multilanguage functionality
273,2719,English,Easy maintainability and highly customizable
273,2719,English,Documentation of the tool
273,2411,English,Design of database
273,2432,English,Setting up of a test environment: ASP.NET application on IIS as well as an SQL Server instance
273,2412,English,Design of a highly customizable solution
273,2421,English,Design of database
273,2418,English,Design and development of a mobile application with Visual Studio .NET
273,2418,English,Integration of different hard- and software components
158,1592,English,Testing of the software
158,1592,English,Vendor evaluation and management of the development team.
158,1592,English,"Transformation of assessment center exercises into technical processes, specification of the technical solution"
158,1592,English,"Analysis of existing assessment Center exercises, examination of the psychological methods and their technical feasibility"
158,1592,English,"Sales presentations, investor pitches"
158,1594,English,"Gathering of requirements for users in Switzerland, United States and Asia, specification, defining processes contributing to the creation of a business case."
158,1595,English,Testing of the new solution
158,1595,English,Requirements specification adaptation to the needs in Asia.
273,2431,English,Setting up Hyper-V for the purpose of virtualizing different test servers
273,2413,English,Planning and realization sation of the data import
273,2413,English,Planning and realization of the ASP.NET web application expansions
273,2460,English,Draw up and dispatch an invitation and questionnaire
273,2719,English,Planning and implementing a C# application
273,2719,English,HTML-Generation functionality in separate module supporting reusability
273,2419,English,"Simple, timesaving and stable way to modify configuration of multiple reader in one go"
273,2416,English,Optimization of the system by adjusting the configuration
273,2416,English,Optimization and expansion of the backend
123,1349,English,Maintained and improved existing web solutions
123,1349,English,"Developed database scripts, business reports for standalone and online applications"
123,1349,English,Defined GUI frameworks strategy by conducting SWOT analysis for online applications
