PersonId,KnowHowId,KnowHow,Category,Subcategory,
585,8795,Web Analytics,Other,NULL,
585,8797,UART,Technologies,Networks/Protocols,
585,8798,Umbrello UML,Technologies,Tools,
585,8799,GIMP,Technologies,Tools,
585,8800,Blender,Methods/Processes,NULL,
585,8801,Vegas Pro,Methods/Processes,NULL,
585,8802,RTH Testing,Methods/Processes,NULL,
585,8803,CutyCapt,Methods/Processes,NULL,
585,8804,Curl,Methods/Processes,NULL,
585,8796,PostgreSQL,Technologies,Databases,
586,8811,Oracle Warehouse Builder,Technologies,Tools,
586,10810,Process Owner,Functions,NULL,
586,5692,Oracle SQL Developer,Technologies,Tools,
586,5179,"Agile software development (eXtreme Programming, Scrum)",Methods/Processes,NULL,
586,5334,Tomcat App Server,Technologies,Tools,
586,4543,Scrum Master,Functions,NULL,
586,3700,Eclipse,Technologies,Tools,
586,3637,Oracle 11g,Technologies,Databases,
586,3686,Subversion (SVN),Technologies,Tools,
586,3612,Oracle 10g,Technologies,Databases,
586,3981,IntelliJ,Technologies,Tools,
586,4186,Git,Technologies,Tools,
586,4042,Atlassian JIRA,Technologies,Tools,
586,3263,SQL,Technologies,Programming languages,
586,3273,PL/SQL,Technologies,Programming languages,
586,3260,Java,Technologies,Programming languages,
586,355,Software Developer,Functions,NULL,
586,343,Project Manager,Functions,NULL,
586,755,HERMES,Methods/Processes,NULL,
586,731,Scrum,Methods/Processes,NULL,
586,716,ITIL,Methods/Processes,NULL,
586,798,Process Improvement,Methods/Processes,NULL,
586,1114,Iterative Methode,Methods/Processes,NULL,
586,2327,Enterprise Architect,Technologies,Tools,
586,1357,TQMi,Methods/Processes,NULL,
586,2882,Confluence,Technologies,Tools,
588,2883,Android-SDK,Technologies,Packages,
588,2868,Dependency Injection (Unity),Technologies,Packages,
588,2981,Aspose.Cells,Technologies,Packages,
588,2240,Aspose Word,Technologies,Packages,
588,2241,Aspose Excel,Technologies,Packages,
588,2757,Telerik components,Technologies,Other,
588,731,Scrum,Methods/Processes,NULL,
588,3523,Silverlight 4.0,Technologies,Packages,
588,3480,WPF,Technologies,Packages,
588,3351,XAML,Technologies,Programming languages,
588,3904,MS Visual Studio 2010,Technologies,Tools,
588,3614,MS SQL Server,Technologies,Databases,
588,3577,Telerik GUI Components,Technologies,Packages,
588,3657,SQLite3,Technologies,Databases,
588,3737,.NET,Technologies,Packages,
588,4580,Android Smartphones,Technologies,Tools,
588,5810,Windows Phone,Technologies,Operating Systems,
588,6897,MS Visual Studio 2012,Technologies,Tools,
588,7009,ASP.NET,Technologies,Packages,
588,10838,Dependency Injection (LightInject),Technologies,Tools,
588,11060,Exchange Web Services,Technologies,Networks/Protocols,
588,8711,"C#, C++, Computer Vision, Robotics",Technologies,Other,
588,8617,Quartz.Net,Technologies,Packages,
588,8984,MS Visual Studio 2013,Technologies,Tools,
588,7720,Java with Eclipse,Technologies,Other,
590,7943,Direct X Microsoft XNA,Technologies,Other,
590,8103,ARC42,Methods/Processes,NULL,
590,8302,iPhone,Technologies,Other,
590,8308,TestFlight,Technologies,Tools,
590,9122,HockeyKit,Technologies,Tools,
590,9123,Android-SDK 4.0,Technologies,Packages,
590,9124,Android-SDK 2.0,Technologies,Packages,
590,10371,Microsoft Team Foundation Server (TFS),Technologies,Tools,
590,6930,Java Android,Technologies,Programming languages,
590,6891,.NET 4.5,Technologies,Packages,
590,5768,Mac OS ,Technologies,Operating Systems,
590,4655,Android,Technologies,Operating Systems,
590,4647,REST,Technologies,Networks/Protocols,
590,4363,SOAP/WSDL/RESTful,Technologies,Networks/Protocols,
590,5481,JSON,Technologies,Programming languages,
590,5100,HTAgile,Methods/Processes,NULL,
590,5088,Kanban,Methods/Processes,NULL,
590,5046,Jenkins,Technologies,Tools,
590,3737,.NET,Technologies,Packages,
590,3700,Eclipse,Technologies,Tools,
590,3614,MS SQL Server,Technologies,Databases,
590,3686,Subversion (SVN),Technologies,Tools,
590,3690,Visual Studio,Technologies,Tools,
590,4042,Atlassian JIRA,Technologies,Tools,
590,4059,Xcode,Technologies,Tools,
590,4186,Git,Technologies,Tools,
590,4233,TCP/IP,Technologies,Networks/Protocols,
590,3339,XHTML,Technologies,Programming languages,
590,3337,Objective-C,Technologies,Programming languages,
590,3310,CSS,Technologies,Programming languages,
590,3392,JSF,Technologies,Programming languages,
590,3428,Regular Expressions,Technologies,Programming languages,
590,3467,JUnit,Technologies,Packages,
590,3480,WPF,Technologies,Packages,
590,3481,WinForms,Technologies,Packages,
590,3559,DirectX,Technologies,Packages,
590,3608,MySQL,Technologies,Databases,
590,3260,Java,Technologies,Programming languages,
590,3258,C#,Technologies,Programming languages,
590,3253,XML,Technologies,Programming languages,
590,3252,HTML,Technologies,Programming languages,
590,3278,PHP Version 4,Technologies,Programming languages,
590,3267,JavaScript,Technologies,Programming languages,
590,3263,SQL,Technologies,Programming languages,
590,3203,VMWare ESX,Technologies,Operating Systems,
590,731,Scrum,Methods/Processes,NULL,
590,355,Software Developer,Functions,NULL,
590,2491,Cocoa Touch Framework,Technologies,Packages,
590,2913,GWT,Technologies,Packages,
590,2892,Eclipse-RCP,Technologies,Tools,
590,2883,Android-SDK,Technologies,Packages,
590,2882,Confluence,Technologies,Tools,
590,3107,MS Windows,Technologies,Operating Systems,
590,3098,Unix,Technologies,Operating Systems,
590,3250,C,Technologies,Programming languages,
590,3163,iOS,Technologies,Operating Systems,
592,3128,Mac OS X,Technologies,Operating Systems,
592,3115,Windows 7,Technologies,Operating Systems,
592,3093,Ubuntu Linux,Technologies,Operating Systems,
592,3250,C,Technologies,Programming languages,
592,3103,Linux,Technologies,Operating Systems,
592,3107,MS Windows,Technologies,Operating Systems,
592,2182,MS Test,Technologies,Tools,
592,2320,MVVM pattern,Technologies,Other,
592,2281,UML,Methods/Processes,NULL,
592,300,Software Designer,Functions,NULL,
592,1055,Agile Software Development,Methods/Processes,NULL,
592,823,Unit testing,Methods/Processes,NULL,
592,3253,XML,Technologies,Programming languages,
592,3258,C#,Technologies,Programming languages,
592,3480,WPF,Technologies,Packages,
592,3513,Silverlight,Technologies,Packages,
592,3377,moq,Technologies,Packages,
592,3391,Ruby,Technologies,Programming languages,
592,3409,Ruby on Rails,Technologies,Programming languages,
592,3351,XAML,Technologies,Programming languages,
592,4186,Git,Technologies,Tools,
592,4117,Resharper,Technologies,Tools,
592,3847,LaTeX,Technologies,Tools,
592,3690,Visual Studio,Technologies,Tools,
592,3740,Sparx Enterprise Architect,Technologies,Tools,
592,5343,Object-oriented analysis and design,Methods/Processes,NULL,
592,4705,StyleCop,Technologies,Tools,
592,5810,Windows Phone,Technologies,Operating Systems,
592,6311,XNA ,Technologies,Packages,
592,7244,Lead Developer,Functions,NULL,
592,10371,Microsoft Team Foundation Server (TFS),Technologies,Tools,
592,8850,planning manager,Functions,NULL,
592,8851,OSX,Technologies,Operating Systems,
592,8796,PostgreSQL,Technologies,Databases,
593,8603,"Subversion, Embedded Visual C++, Visual Studio C++",Technologies,Tools,
593,8507,"Graphic Design  (Adobe inDesign, Illustrator, Photoshop)",Technologies,Tools,
593,8513,"Design (Adobe inDesign, Illustrator, Photoshop,Acrobat Pro,Dreamweaver,Flash)",Technologies,Tools,
593,9181,"Atlassian JIRA ,  HP Quality Center ,  MKS  Integrity , UML   ",Technologies,Tools,
593,7985,Development (c/c++/VBA),Methods/Processes,NULL,
593,7932,Video image processing,Technologies,Other,
593,7551,CSS2/3,Technologies,Programming languages,
593,10371,Microsoft Team Foundation Server (TFS),Technologies,Tools,
593,9807,Hardware Testing,Methods/Processes,NULL,
593,7004,Test Manager (SW/HW),Functions,NULL,
593,7098,HTML5,Technologies,Programming languages,
593,6850,PHP,Technologies,Programming languages,
593,6400,HP-UX,Technologies,Operating Systems,
593,6026,Web Development ,Methods/Processes,NULL,
593,4673,"Methodical approach accordance with project,quality,testing process of customers",Methods/Processes,NULL,
593,5392,"Network technology (IPTV, VDSL, W(LAN), TCP/IP",Technologies,Networks/Protocols,
593,5003,Test lead usability testing,Functions,NULL,
593,4993,Heuristic evaluation (usability evaluation),Methods/Processes,NULL,
593,5174,MS Test Manager,Technologies,Tools,
593,3692,HP Quality Center,Technologies,Tools,
593,3614,MS SQL Server,Technologies,Databases,
593,4227,Microsoft Test Manager,Technologies,Tools,
593,3608,MySQL,Technologies,Databases,
593,3258,C#,Technologies,Programming languages,
593,823,Unit testing,Methods/Processes,NULL,
593,897,Test Planning,Methods/Processes,NULL,
593,731,Scrum,Methods/Processes,NULL,
593,766,Test Management,Methods/Processes,NULL,
593,697,Testing,Methods/Processes,NULL,
593,401,"Tester (test design, creating test cases, test automation and perform)",Functions,NULL,
593,562,Software Tester,Functions,NULL,
593,542,System Administrator,Functions,NULL,
593,2325,Ethernet networks (CISCO),Technologies,Networks/Protocols,
593,2519,Firmware,Technologies,Other,
593,1390,Testcases in Quality Center,Methods/Processes,NULL,
593,1485,Quality Assurance,Methods/Processes,NULL,
593,1757,"Test design and organization, test planning and manual test runs",Other,NULL,
593,2879,Linux System/Server Administration,Technologies,Operating Systems,
593,2890,Selenium,Technologies,Tools,
593,3134,VxWorks (embedded real time operating system),Technologies,Operating Systems,
594,3115,Windows 7,Technologies,Operating Systems,
594,2882,Confluence,Technologies,Tools,
594,3099,Windows XP,Technologies,Operating Systems,
594,1678,budget management,Methods/Processes,NULL,
594,1596,test design,Methods/Processes,NULL,
594,1441,Software Testing,Methods/Processes,NULL,
594,1427,Training of users,Methods/Processes,NULL,
594,2052,MS Visual Basic Editor,Technologies,Tools,
594,553,Introduction of Inhouse-Processes and Coaching Employees,Functions,NULL,
594,562,Software Tester,Functions,NULL,
594,527,Management Assistant,Functions,NULL,
594,460,Test Manager,Functions,NULL,
594,323,Training and design of subject-specific training,Functions,NULL,
594,392,Project Management Office,Functions,NULL,
594,121,Social Services,Industries,NULL,
594,698,Project management,Methods/Processes,NULL,
594,642,Requirements Engineering,Methods/Processes,NULL,
594,766,Test Management,Methods/Processes,NULL,
594,731,Scrum,Methods/Processes,NULL,
594,897,Test Planning,Methods/Processes,NULL,
594,835,Business Analysis,Methods/Processes,NULL,
594,1032,Development of test cases and test scenarios from requirements,Methods/Processes,NULL,
594,3357,TYPO3,Technologies,Other,
594,4232,HTTP,Technologies,Networks/Protocols,
594,4042,Atlassian JIRA,Technologies,Tools,
594,3731,MS Office,Technologies,Tools,
594,5450,Training of employees,Methods/Processes,NULL,
594,5524,Project Management according to the project methodology HERMES,Methods/Processes,NULL,
594,5344,Microsoft SharePoint 2010,Technologies,Operating Systems,
594,5227,FileMaker,Technologies,Databases,
594,4523,Public Services,Industries,NULL,
594,4398,IMAP,Technologies,Networks/Protocols,
594,4329,POP3,Technologies,Networks/Protocols,
594,6486,Gimp,Technologies,Tools,
594,7209,"Unix (MacOS, IOS) ",Technologies,Operating Systems,
594,9726,Konzeption und Aufbau Defect Management Prozess,Functions,NULL,
594,9727,Defecttracking mit HP ALM,Methods/Processes,NULL,
594,10599,Recruiting Manager,Functions,NULL,
594,7457,Defectmanagement,Methods/Processes,NULL,
594,8284,HP ALM,Technologies,Tools,
594,8886,HP Sprinter,Technologies,Tools,
594,8892,Mitarbeiterschulungen,Functions,NULL,
594,9001,Scrum Team Member,Methods/Processes,NULL,
594,8769,AlumniTools,Technologies,Databases,
594,8772,WorldMerge,Technologies,Tools,
594,8770,InDesign,Technologies,Tools,
594,8768,Partnerschafts-Management,Methods/Processes,NULL,
594,8771,Picasa,Technologies,Tools,
594,8670,Education,Industries,NULL,
594,8761,Marketing Mnangement,Methods/Processes,NULL,
594,8757,Recruiting assistent,Functions,NULL,
594,8758,Marketing Manager,Functions,NULL,
594,8759,Marketing Assistent,Functions,NULL,
594,8760,Praktikant,Functions,NULL,
594,8764,Event management,Methods/Processes,NULL,
594,8765,Students Recruiting,Methods/Processes,NULL,
594,8766,Education Consulting,Methods/Processes,NULL,
594,8767,HR Recruiting,Methods/Processes,NULL,
595,8670,Education,Industries,NULL,
595,8422,Automotive industry,Industries,NULL,
595,8647,AngularJS,Technologies,Other,
595,7922,Product Owner,Functions,NULL,
595,11064,MS Visual Studio 2015,Technologies,Tools,
595,11073,Windows 10 Universal Apps,Technologies,Packages,
595,10843,IonicFramework,Technologies,Packages,
595,9717,Balsamiq Mockups,Technologies,Tools,
595,9456,Apache Cordova,Technologies,Packages,
595,10371,Microsoft Team Foundation Server (TFS),Technologies,Tools,
595,10382,Project Leader,Functions,NULL,
595,7244,Lead Developer,Functions,NULL,
595,7100,Windows 8,Technologies,Operating Systems,
595,7098,HTML5,Technologies,Programming languages,
595,7099,CSS3,Technologies,Programming languages,
595,7009,ASP.NET,Technologies,Packages,
595,6897,MS Visual Studio 2012,Technologies,Tools,
595,6739,XUL,Technologies,Programming languages,
595,5810,Windows Phone,Technologies,Operating Systems,
595,5909,Telecommunication,Industries,NULL,
595,5702,object-oriented programming,Methods/Processes,NULL,
595,5667,Distributed teams ,Methods/Processes,NULL,
595,4543,Scrum Master,Functions,NULL,
595,4681,Pharmaceutical industry,Industries,NULL,
595,4705,StyleCop,Technologies,Tools,
595,5087,TDD,Methods/Processes,NULL,
595,3614,MS SQL Server,Technologies,Databases,
595,3586,ADO.NET Entity Framework,Technologies,Packages,
595,3587,LINQ 2 SQL,Technologies,Packages,
595,3595,Dependency injection,Technologies,Packages,
595,3609,Oracle,Technologies,Databases,
595,3690,Visual Studio,Technologies,Tools,
595,3634,MS SQL Server 2008,Technologies,Databases,
595,3643,SQLite,Technologies,Databases,
595,4091,PL/SQL Developer,Technologies,Tools,
595,3842,Log4Net,Technologies,Packages,
595,3378,ASP.NET MVC,Technologies,Packages,
595,3377,moq,Technologies,Packages,
595,3416,WCF RIA Services,Technologies,Packages,
595,3351,XAML,Technologies,Programming languages,
595,3513,Silverlight,Technologies,Packages,
595,3505,AJAX,Technologies,Packages,
595,3495,ADO.NET,Technologies,Packages,
595,3258,C#,Technologies,Programming languages,
595,3267,JavaScript,Technologies,Programming languages,
595,963,Reporting,Methods/Processes,NULL,
595,958,Project planning,Methods/Processes,NULL,
595,1114,Iterative Methode,Methods/Processes,NULL,
595,1162,MVC Pattern,Methods/Processes,NULL,
595,731,Scrum,Methods/Processes,NULL,
595,642,Requirements Engineering,Methods/Processes,NULL,
595,93,Graphic industry,Industries,NULL,
595,280,Project Lead,Functions,NULL,
595,301,Software Engineer,Functions,NULL,
595,1984,Web Service,Technologies,Other,
595,2320,MVVM pattern,Technologies,Other,
595,1548,KPI / Metrices,Methods/Processes,NULL,
595,1694,Software Architecture,Methods/Processes,NULL,
595,3117,Microsoft IIS,Technologies,Operating Systems,
596,3250,C,Technologies,Programming languages,
596,3248,C++,Technologies,Programming languages,
596,3107,MS Windows,Technologies,Operating Systems,
596,3103,Linux,Technologies,Operating Systems,
596,1694,Software Architecture,Methods/Processes,NULL,
596,1659,Software Development,Methods/Processes,NULL,
596,2249,C++ (GCC),Technologies,Programming languages,
596,2530,Client/Server,Technologies,Networks/Protocols,
596,355,Software Developer,Functions,NULL,
596,3258,C#,Technologies,Programming languages,
596,3520,jQuery,Technologies,Packages,
596,3458,SDL,Technologies,Packages,
596,3560,Boost,Technologies,Packages,
596,3346,Qt,Technologies,Packages,
596,3336,"Scripting languages (HTML, JavaScript, XML etc.)",Technologies,Programming languages,
596,3378,ASP.NET MVC,Technologies,Packages,
596,4234,UDP,Technologies,Networks/Protocols,
596,4233,TCP/IP,Technologies,Networks/Protocols,
596,6346,C++ STL,Technologies,Programming languages,
596,5961,GTK+,Technologies,Packages,
596,7009,ASP.NET,Technologies,Packages,
596,8622,MVC 4,Technologies,Packages,
596,8854,OpenGL,Technologies,Packages,
597,8808,Xtext,Technologies,Programming languages,
597,8809,Xtend,Technologies,Programming languages,
597,8812,Clojure,Technologies,Programming languages,
597,8813,Ocaml,Technologies,Programming languages,
597,8814,Linux (CentOS),Technologies,Operating Systems,
597,8815,OpenBSD,Technologies,Operating Systems,
597,8816,Emacs,Technologies,Tools,
597,8817,IAR Workbench,Technologies,Tools,
597,8818,Functional Programming,Technologies,Tools,
597,8819,OO Design,Technologies,Tools,
597,7722,OO programming,Methods/Processes,NULL,
597,7015,Erlang ,Technologies,Programming languages,
597,5249,Rational Unified Process (RUP),Methods/Processes,NULL,
597,5348,Haskell,Technologies,Programming languages,
597,4186,Git,Technologies,Tools,
597,4171,vim,Technologies,Tools,
597,3686,Subversion (SVN),Technologies,Tools,
597,3690,Visual Studio,Technologies,Tools,
597,3700,Eclipse,Technologies,Tools,
597,3755,MATLAB,Technologies,Tools,
597,3391,Ruby,Technologies,Programming languages,
597,3429,Scala,Technologies,Programming languages,
597,3288,Prolog,Technologies,Programming languages,
597,3260,Java,Technologies,Programming languages,
597,3267,JavaScript,Technologies,Programming languages,
597,3277,Perl,Technologies,Programming languages,
597,3257,Python,Technologies,Programming languages,
597,3254,Assembler,Technologies,Programming languages,
597,687,Design Patterns,Methods/Processes,NULL,
597,731,Scrum,Methods/Processes,NULL,
597,823,Unit testing,Methods/Processes,NULL,
597,2281,UML,Methods/Processes,NULL,
597,3099,Windows XP,Technologies,Operating Systems,
597,3061,Shell Scripting (Solaris),Technologies,Programming languages,
597,3248,C++,Technologies,Programming languages,
597,3250,C,Technologies,Programming languages,
597,3128,Mac OS X,Technologies,Operating Systems,
597,3127,Sun Solaris,Technologies,Operating Systems,
597,3115,Windows 7,Technologies,Operating Systems,
597,3093,Ubuntu Linux,Technologies,Operating Systems,
597,3101,Windows 95,Technologies,Operating Systems,
597,3105,Windows NT,Technologies,Operating Systems,
598,2868,Dependency Injection (Unity),Technologies,Packages,
598,2320,MVVM pattern,Technologies,Other,
598,823,Unit testing,Methods/Processes,NULL,
598,687,Design Patterns,Methods/Processes,NULL,
598,3278,PHP Version 4,Technologies,Programming languages,
598,3267,JavaScript,Technologies,Programming languages,
598,3260,Java,Technologies,Programming languages,
598,3258,C#,Technologies,Programming languages,
598,3351,XAML,Technologies,Programming languages,
598,3377,moq,Technologies,Packages,
598,3378,ASP.NET MVC,Technologies,Packages,
598,3608,MySQL,Technologies,Databases,
598,3480,WPF,Technologies,Packages,
598,3520,jQuery,Technologies,Packages,
598,3614,MS SQL Server,Technologies,Databases,
598,4240,SOAP,Technologies,Networks/Protocols,
598,3903,DotNetNuke CMS,Technologies,Tools,
598,6998,xUnit.net,Technologies,Packages,
598,7009,ASP.NET,Technologies,Packages,
598,8796,PostgreSQL,Technologies,Databases,
598,10092,RESTful Web Services,Technologies,Networks/Protocols,
598,12236,JustMock,Technologies,Tools,
601,10668,Azure,Technologies,Other,
601,10471,jQuery UI,Technologies,Packages,
601,11740,ASP.NET WebAPI,Technologies,Packages,
601,8702,XHTML/CSS/JQUERY,Technologies,Tools,
601,8647,AngularJS,Technologies,Other,
601,8619,KendoUI,Technologies,Other,
601,8572,Xamarin,Technologies,Packages,
601,8931,.NET Framework 4.5,Technologies,Packages,
601,9038,Knockout,Technologies,Packages,
601,9037,Databinding,Other,NULL,
601,9153,TypeScript,Technologies,Programming languages,
601,7444,Data mapping (interfaces),Methods/Processes,NULL,
601,8378,.NET Framework 4.0  ,Technologies,Tools,
601,7098,HTML5,Technologies,Programming languages,
601,6026,Web Development ,Methods/Processes,NULL,
601,4543,Scrum Master,Functions,NULL,
601,4118,TeamCity,Technologies,Tools,
601,3614,MS SQL Server,Technologies,Databases,
601,3609,Oracle,Technologies,Databases,
601,3594,OData / WCF Data services,Technologies,Packages,
601,3690,Visual Studio,Technologies,Tools,
601,3520,jQuery,Technologies,Packages,
601,3494,WebServices,Technologies,Packages,
601,3478,WCF,Technologies,Packages,
601,3378,ASP.NET MVC,Technologies,Packages,
601,3377,moq,Technologies,Packages,
601,3310,CSS,Technologies,Programming languages,
601,3267,JavaScript,Technologies,Programming languages,
601,731,Scrum,Methods/Processes,NULL,
601,823,Unit testing,Methods/Processes,NULL,
601,2703,Entity Framework 4,Technologies,Packages,
601,1315,Continuous Integration,Methods/Processes,NULL,
601,2868,Dependency Injection (Unity),Technologies,Packages,
602,2655,Telerik,Technologies,Other,
602,764,OOP,Methods/Processes,NULL,
602,3267,JavaScript,Technologies,Programming languages,
602,3263,SQL,Technologies,Programming languages,
602,3252,HTML,Technologies,Programming languages,
602,3310,CSS,Technologies,Programming languages,
602,3378,ASP.NET MVC,Technologies,Packages,
602,3520,jQuery,Technologies,Packages,
602,5344,Microsoft SharePoint 2010,Technologies,Operating Systems,
602,5715,Sharepoint Designer,Technologies,Tools,
602,7098,HTML5,Technologies,Programming languages,
602,7099,CSS3,Technologies,Programming languages,
602,6813,MongoDB,Technologies,Databases,
602,8220,KnockoutJS,Technologies,Other,
602,8154,Razor,Technologies,Packages,
602,9153,TypeScript,Technologies,Programming languages,
602,9072,node.js,Technologies,Packages,
602,9038,Knockout,Technologies,Packages,
602,8619,KendoUI,Technologies,Other,
602,8647,AngularJS,Technologies,Other,
602,8622,MVC 4,Technologies,Packages,
602,8689,Typescript,Technologies,Programming languages,
602,11055,LESS,Technologies,Other,
602,11054,SASS,Technologies,Other,
602,9508,ASP.NET MVC 4,Technologies,Packages,
605,10371,Microsoft Team Foundation Server (TFS),Technologies,Tools,
605,8725,System Migration,Methods/Processes,NULL,
605,8724,Daten Migration,Methods/Processes,NULL,
605,8723,Parametrierung von Standardsoftware,Methods/Processes,NULL,
605,8722,Software Design,Methods/Processes,NULL,
605,8679,MS SQL,Technologies,Programming languages,
605,8728,Windows 8,Technologies,Operating Systems,
605,8727,Windows Server 2000,Technologies,Operating Systems,
605,8726,User Interaction Design,Methods/Processes,NULL,
605,8732,Oracle EE,Technologies,Databases,
605,8731,XML/XSLT,Technologies,Programming languages,
605,8796,PostgreSQL,Technologies,Databases,
605,8874,WinCredit,Technologies,Tools,
605,8875,Legando,Technologies,Tools,
605,8876,Steps Business Solution,Technologies,Tools,
605,8873,Nginx Webserver,Technologies,Tools,
605,8872,Neo4j,Technologies,Databases,
605,8868,Preference Reasoning,Methods/Processes,NULL,
605,8869,IT Security ,Methods/Processes,NULL,
605,8870,Fedora Linux,Technologies,Operating Systems,
605,7310,Expert.Ivy ,Technologies,Other,
605,7922,Product Owner,Functions,NULL,
605,6850,PHP,Technologies,Programming languages,
605,6944,LibreOffice ,Technologies,Tools,
605,7117,DB2  ,Technologies,Databases,
605,5769,Free BSD ,Technologies,Operating Systems,
605,6091,Solaris,Technologies,Operating Systems,
605,6522,PKI,Technologies,Networks/Protocols,
605,5300,User Trainings,Methods/Processes,NULL,
605,5099,Lecturer,Functions,NULL,
605,5081,Coach / Trainer,Functions,NULL,
605,4754,VB.NET,Technologies,Programming languages,
605,4323,Cryptography,Technologies,Networks/Protocols,
605,4477,Linux (Archlinux),Technologies,Operating Systems,
605,4287,LDAP,Technologies,Networks/Protocols,
605,3520,jQuery,Technologies,Packages,
605,3505,AJAX,Technologies,Packages,
605,3513,Silverlight,Technologies,Packages,
605,3608,MySQL,Technologies,Databases,
605,3392,JSF,Technologies,Programming languages,
605,3252,HTML,Technologies,Programming languages,
605,3258,C#,Technologies,Programming languages,
605,3260,Java,Technologies,Programming languages,
605,3257,Python,Technologies,Programming languages,
605,3267,JavaScript,Technologies,Programming languages,
605,3273,PL/SQL,Technologies,Programming languages,
605,3271,MS Project,Technologies,Tools,
605,3690,Visual Studio,Technologies,Tools,
605,3686,Subversion (SVN),Technologies,Tools,
605,3647,Entity-Relationship Diagram,Technologies,Databases,
605,3614,MS SQL Server,Technologies,Databases,
605,3700,Eclipse,Technologies,Tools,
605,3681,MS Word,Technologies,Tools,
605,3731,MS Office,Technologies,Tools,
605,3712,MS Excel,Technologies,Tools,
605,3710,MS PowerPoint,Technologies,Tools,
605,4046,Business Process Model and Notation (BPMN),Methods/Processes,NULL,
605,3993,Glassfish,Technologies,Tools,
605,4186,Git,Technologies,Tools,
605,4219,Apache Webserver,Technologies,Tools,
605,3866,OpenOffice,Technologies,Tools,
605,3839,NetBeans,Technologies,Tools,
605,3847,LaTeX,Technologies,Tools,
605,3834,MS SharePoint,Technologies,Tools,
605,764,OOP,Methods/Processes,NULL,
605,765,Change Management,Methods/Processes,NULL,
605,766,Test Management,Methods/Processes,NULL,
605,731,Scrum,Methods/Processes,NULL,
605,698,Project management,Methods/Processes,NULL,
605,716,ITIL,Methods/Processes,NULL,
605,642,Requirements Engineering,Methods/Processes,NULL,
605,804,Stakeholder Management,Methods/Processes,NULL,
605,835,Business Analysis,Methods/Processes,NULL,
605,824,Design,Methods/Processes,NULL,
605,886,Software Engineering,Methods/Processes,NULL,
605,887,Training and Coaching,Methods/Processes,NULL,
605,1168,Interviews & Workshops,Methods/Processes,NULL,
605,1055,Agile Software Development,Methods/Processes,NULL,
605,355,Software Developer,Functions,NULL,
605,280,Project Lead,Functions,NULL,
605,460,Test Manager,Functions,NULL,
605,562,Software Tester,Functions,NULL,
605,180,ICT Services,Industries,NULL,
605,140,Banking,Industries,NULL,
605,258,Business Analyst,Functions,NULL,
605,232,Insurance,Industries,NULL,
605,62,Arms industry,Industries,NULL,
605,7,Air traffic control,Industries,NULL,
605,9,Industry,Industries,NULL,
605,2281,UML,Methods/Processes,NULL,
605,2066,SAP,Technologies,Other,
605,2015,SOA,Technologies,Other,
605,1237,Test Automation,Methods/Processes,NULL,
605,1428,Maintenance & care,Methods/Processes,NULL,
605,1441,Software Testing,Methods/Processes,NULL,
605,1694,Software Architecture,Methods/Processes,NULL,
605,3023,Java SE/EE,Technologies,Programming languages,
605,3099,Windows XP,Technologies,Operating Systems,
605,3100,Windows Vista,Technologies,Operating Systems,
605,3093,Ubuntu Linux,Technologies,Operating Systems,
605,3115,Windows 7,Technologies,Operating Systems,
605,3250,C,Technologies,Programming languages,
606,3115,Windows 7,Technologies,Operating Systems,
606,3099,Windows XP,Technologies,Operating Systems,
606,2940,Content Management Systems,Technologies,Tools,
606,2882,Confluence,Technologies,Tools,
606,1704,Business Analyse/Requirements Engineering,Methods/Processes,NULL,
606,1596,test design,Methods/Processes,NULL,
606,1485,Quality Assurance,Methods/Processes,NULL,
606,1465,"UML (use case, class, sequence, and activity diagrams)",Methods/Processes,NULL,
606,1476,"Requirements analysis (customer surveys, workshop, brainstorming)",Methods/Processes,NULL,
606,1378,Business Process Modeling,Methods/Processes,NULL,
606,39,Services,Industries,NULL,
606,92,Public administration,Industries,NULL,
606,80,IT service,Industries,NULL,
606,258,Business Analyst,Functions,NULL,
606,253,Tester,Functions,NULL,
606,107,Public transport,Industries,NULL,
606,484,Process Manager,Functions,NULL,
606,460,Test Manager,Functions,NULL,
606,1032,Development of test cases and test scenarios from requirements,Methods/Processes,NULL,
606,1009,Statistical evaluations,Methods/Processes,NULL,
606,975,Presentation,Methods/Processes,NULL,
606,1006,User stories,Methods/Processes,NULL,
606,897,Test Planning,Methods/Processes,NULL,
606,894,Analysis and documentation,Methods/Processes,NULL,
606,922,"specification of user, system and software requirements",Methods/Processes,NULL,
606,921,planning and conducting requirements workshops,Methods/Processes,NULL,
606,835,Business Analysis,Methods/Processes,NULL,
606,685,Workshop moderation,Methods/Processes,NULL,
606,663,Use Cases,Methods/Processes,NULL,
606,624,Monitoring and quality management,Methods/Processes,NULL,
606,697,Testing,Methods/Processes,NULL,
606,731,Scrum,Methods/Processes,NULL,
606,766,Test Management,Methods/Processes,NULL,
606,757,Interviews,Methods/Processes,NULL,
606,3834,MS SharePoint,Technologies,Tools,
606,4042,Atlassian JIRA,Technologies,Tools,
606,4090,Wiki,Technologies,Tools,
606,3731,MS Office,Technologies,Tools,
606,3357,TYPO3,Technologies,Other,
606,4523,Public Services,Industries,NULL,
606,4998,Protocol Guide,Functions,NULL,
606,4997,Workshopmoderator,Functions,NULL,
606,5344,Microsoft SharePoint 2010,Technologies,Operating Systems,
