PersonId,Skill,Level,Preferred,Development
451,LEA,3,1,1
451,PER,1,0,0
451,PI,3,1,1
451,PJM,3,1,1
451,REQ,2,1,0
451,SWE,2,0,0
451,TES,1,0,0
452,ACQ,0,0,0
452,LEA,0,0,0
452,PER,0,0,0
452,PI,0,0,0
452,PJM,1,0,0
452,REQ,1,0,0
452,SWE,3,1,0
452,TES,2,0,0
453,ACQ,2,0,0
453,LEA,3,0,0
453,PER,1,0,0
453,PI,2,0,0
453,PJM,4,0,0
453,REQ,2,0,0
453,SWE,4,1,1
453,TES,2,0,0
454,ACQ,0,0,0
454,LEA,2,0,0
454,PER,2,0,0
454,PI,1,0,0
454,PJM,2,0,0
454,REQ,1,0,0
454,SWE,3,1,0
454,TES,2,0,0
455,ACQ,0,0,0
455,LEA,2,1,0
455,PER,0,0,0
455,PI,0,0,0
455,PJM,1,1,0
455,REQ,2,1,1
455,SWE,1,0,0
455,TES,1,0,0
456,ACQ,1,0,0
456,LEA,1,0,0
456,PER,1,0,0
456,PI,1,0,0
456,PJM,2,1,1
456,REQ,2,1,1
456,SWE,2,0,0
456,TES,1,0,0
457,ACQ,1,0,0
457,LEA,1,0,0
457,PER,1,0,0
457,PI,1,0,0
457,PJM,2,0,0
457,REQ,2,0,1
457,SWE,3,1,1
457,TES,2,0,1
458,ACQ,1,0,0
458,LEA,3,1,1
458,PER,2,1,1
458,PI,4,1,1
458,PJM,3,1,1
458,REQ,2,0,0
458,SWE,1,0,0
458,TES,1,0,0
459,ACQ,0,0,0
459,LEA,0,0,0
459,PER,0,0,0
459,PI,0,0,0
459,PJM,0,0,0
459,REQ,0,0,0
459,SWE,0,0,0
459,TES,0,0,0
460,ACQ,0,0,0
460,LEA,0,0,0
460,PER,0,0,0
460,PI,0,0,0
460,PJM,1,0,0
460,REQ,1,0,0
460,SWE,3,1,1
460,TES,2,0,0
461,ACQ,0,0,0
461,LEA,0,0,0
461,PER,0,0,0
461,PI,0,0,0
461,PJM,1,0,0
461,REQ,1,0,0
461,SWE,4,1,1
461,TES,2,0,0
462,ACQ,0,0,0
462,LEA,1,0,0
462,PER,0,0,0
462,PI,1,0,0
462,PJM,1,0,0
462,REQ,2,1,0
462,SWE,1,0,0
462,TES,2,0,0
463,ACQ,0,0,0
463,LEA,1,0,0
463,PER,0,0,0
463,PI,0,0,0
463,PJM,1,0,0
463,REQ,0,0,0
463,SWE,2,1,0
463,TES,2,1,0
464,ACQ,0,0,0
464,LEA,1,1,0
464,PER,0,0,0
464,PI,0,0,0
464,PJM,1,1,0
464,REQ,0,0,0
464,SWE,3,1,1
464,TES,0,0,0
465,ACQ,0,0,0
465,LEA,1,0,0
465,PER,1,0,0
465,PI,3,1,0
465,PJM,1,0,0
465,REQ,2,0,0
465,SWE,4,1,1
465,TES,2,0,0
467,ACQ,0,0,0
467,LEA,1,0,0
467,PER,1,0,0
467,PI,0,0,0
467,PJM,0,0,0
467,REQ,2,0,0
467,SWE,3,1,1
467,TES,2,0,0
469,ACQ,1,0,0
469,LEA,2,0,0
469,PER,3,0,0
469,PI,1,0,0
469,PJM,1,0,0
469,REQ,2,0,0
469,SWE,4,1,1
469,TES,3,1,1
471,ACQ,0,0,0
471,LEA,1,0,0
471,PER,0,0,0
471,PI,3,1,1
471,PJM,1,0,1
471,REQ,2,0,0
471,SWE,1,0,0
471,TES,4,0,0
474,ACQ,1,0,0
474,LEA,2,0,0
474,PER,0,0,0
474,PI,3,1,0
474,PJM,2,0,0
474,REQ,3,1,0
474,SWE,2,1,0
474,TES,1,0,0
476,ACQ,1,0,0
476,LEA,0,0,0
476,PER,0,0,0
476,PI,0,0,0
476,PJM,0,0,0
476,REQ,2,0,0
476,SWE,0,0,0
476,TES,2,1,0
477,ACQ,0,0,0
477,LEA,0,0,0
477,PER,2,0,0
477,PI,0,0,0
477,PJM,1,0,0
477,REQ,2,1,0
477,SWE,4,1,0
477,TES,2,0,0
479,ACQ,0,0,0
479,LEA,0,1,0
479,PER,0,0,0
479,PI,0,0,0
479,PJM,0,0,0
479,REQ,1,1,1
479,SWE,3,0,0
479,TES,3,1,1
480,ACQ,3,0,1
480,LEA,4,0,1
480,PER,3,0,0
480,PI,2,0,0
480,PJM,4,0,0
480,REQ,2,0,0
480,SWE,1,0,0
480,TES,2,0,0
483,ACQ,0,0,0
483,LEA,0,0,0
483,PER,0,0,0
483,PI,0,0,0
483,PJM,0,0,0
483,REQ,0,0,0
483,SWE,3,1,0
483,TES,0,0,0
491,ACQ,0,0,0
491,LEA,0,0,0
491,PER,0,0,0
491,PI,0,0,0
491,PJM,0,0,0
491,REQ,0,0,0
491,SWE,3,1,1
491,TES,2,0,0
494,ACQ,0,0,0
494,LEA,0,0,0
494,PER,0,0,0
494,PI,0,0,0
494,PJM,3,0,0
494,REQ,3,1,1
494,SWE,2,0,0
494,TES,2,0,1
495,ACQ,2,0,0
495,LEA,1,0,0
495,PER,2,0,0
495,PI,2,0,0
495,PJM,2,1,1
495,REQ,1,1,1
495,SWE,4,1,0
495,TES,2,0,0
496,ACQ,0,0,0
496,LEA,0,0,0
496,PER,0,0,0
496,PI,0,0,0
496,PJM,1,0,0
496,REQ,0,0,0
496,SWE,0,0,0
496,TES,3,0,1
497,ACQ,0,0,0
497,LEA,0,0,0
497,PER,0,0,0
497,PI,1,0,0
497,PJM,1,0,0
497,REQ,1,0,0
497,SWE,3,1,1
497,TES,2,0,0
501,ACQ,0,0,0
501,LEA,3,0,0
501,PER,2,0,0
501,PI,1,0,0
501,PJM,3,0,0
501,REQ,1,0,0
501,SWE,3,0,0
501,TES,2,0,0
502,ACQ,0,0,0
502,LEA,2,1,0
502,PER,1,0,0
502,PI,1,1,0
502,PJM,1,1,0
502,REQ,2,1,0
502,SWE,4,1,1
502,TES,2,0,0
504,ACQ,0,0,0
504,LEA,1,1,0
504,PER,0,0,0
504,PI,1,1,0
504,PJM,1,1,0
504,REQ,2,1,1
504,SWE,1,0,0
504,TES,1,0,0
505,ACQ,0,0,0
505,LEA,0,0,0
505,PER,0,0,0
505,PI,0,0,0
505,PJM,0,0,0
505,REQ,0,0,0
505,SWE,2,1,0
505,TES,0,0,0
507,ACQ,0,0,0
507,LEA,0,0,0
507,PER,0,0,0
507,PI,0,0,0
507,PJM,1,0,0
507,REQ,1,1,0
507,SWE,2,1,0
507,TES,1,0,0
508,ACQ,0,0,0
508,LEA,2,0,0
508,PER,0,0,0
508,PI,0,0,0
508,PJM,0,0,0
508,REQ,0,0,0
508,SWE,3,1,1
508,TES,0,0,0
509,ACQ,0,0,0
509,LEA,0,0,0
509,PER,0,0,0
509,PI,0,0,0
509,PJM,0,0,0
509,REQ,0,0,0
509,SWE,0,0,0
509,TES,2,0,0
510,ACQ,0,0,0
510,LEA,0,0,0
510,PER,0,0,0
510,PI,0,0,0
510,PJM,0,0,0
510,REQ,0,0,0
510,SWE,3,0,1
510,TES,1,0,0
511,ACQ,0,0,0
511,LEA,0,0,0
511,PER,0,0,0
511,PI,0,0,0
511,PJM,0,0,0
511,REQ,2,1,1
511,SWE,0,0,0
511,TES,0,0,0
512,ACQ,2,0,0
512,LEA,2,0,0
512,PER,2,0,0
512,PI,2,0,0
512,PJM,1,1,1
512,REQ,3,0,0
512,SWE,1,1,1
512,TES,4,0,0
517,ACQ,0,0,0
517,LEA,0,0,0
517,PER,0,0,0
517,PI,0,0,0
517,PJM,0,0,0
517,REQ,0,0,0
517,SWE,3,1,0
517,TES,0,0,0
518,ACQ,0,0,0
518,LEA,2,0,0
518,PER,0,0,0
518,PI,1,0,0
518,PJM,2,1,0
518,REQ,3,1,0
518,SWE,3,1,0
518,TES,2,1,0
520,ACQ,0,0,0
520,LEA,0,0,0
520,PER,0,0,0
520,PI,0,0,0
520,PJM,1,0,0
520,REQ,1,1,0
520,SWE,2,1,1
520,TES,1,1,0
521,ACQ,0,0,0
521,LEA,1,0,0
521,PER,1,0,0
521,PI,1,0,0
521,PJM,1,0,0
521,REQ,1,1,0
521,SWE,3,1,1
521,TES,2,1,1
522,ACQ,2,1,0
522,LEA,2,0,0
522,PER,2,0,0
522,PI,2,0,0
522,PJM,2,0,0
522,REQ,2,1,0
522,SWE,1,0,0
522,TES,4,1,1
523,ACQ,0,0,0
523,LEA,2,0,0
523,PER,1,0,0
523,PI,1,0,0
523,PJM,2,0,1
523,REQ,3,1,1
523,SWE,3,0,1
523,TES,2,0,0
524,ACQ,0,0,0
524,LEA,0,0,0
524,PER,0,0,0
524,PI,1,0,1
524,PJM,4,1,1
524,REQ,2,1,0
524,SWE,1,0,0
524,TES,3,0,0
528,ACQ,0,0,0
528,LEA,2,0,0
528,PER,0,0,0
528,PI,2,1,0
528,PJM,3,1,1
528,REQ,2,0,0
528,SWE,1,0,0
528,TES,2,0,0
530,ACQ,0,0,0
530,LEA,0,0,0
530,PER,0,0,0
530,PI,0,0,0
530,PJM,1,0,0
530,REQ,2,1,0
530,SWE,4,0,0
530,TES,3,0,0
533,ACQ,0,0,0
533,LEA,2,0,1
533,PER,1,0,0
533,PI,1,0,0
533,PJM,2,0,0
533,REQ,2,0,0
533,SWE,4,1,1
533,TES,2,1,1
535,ACQ,0,0,0
535,LEA,0,0,0
535,PER,0,0,0
535,PI,0,0,0
535,PJM,0,0,0
535,REQ,1,0,0
535,SWE,3,1,1
535,TES,1,0,0
536,ACQ,0,0,0
536,LEA,1,0,0
536,PER,2,0,0
536,PI,0,0,0
536,PJM,1,0,0
536,REQ,1,0,0
536,SWE,3,1,0
536,TES,2,0,0
539,ACQ,0,0,0
539,LEA,0,0,0
539,PER,1,1,1
539,PI,1,0,0
539,PJM,0,0,0
539,REQ,1,1,1
539,SWE,3,1,1
539,TES,2,0,0
543,ACQ,0,0,0
543,LEA,0,0,0
543,PER,1,1,0
543,PI,1,0,0
543,PJM,0,0,0
543,REQ,1,0,0
543,SWE,3,1,1
543,TES,2,0,0
544,ACQ,1,0,0
544,LEA,1,0,0
544,PER,1,0,0
544,PI,1,0,0
544,PJM,3,1,1
544,REQ,2,1,1
544,SWE,2,0,0
544,TES,1,0,0
550,ACQ,1,0,0
550,LEA,2,0,0
550,PER,1,0,0
550,PI,2,0,0
550,PJM,2,0,0
550,REQ,3,0,0
550,SWE,2,0,0
550,TES,3,0,0
551,ACQ,0,0,0
551,LEA,0,0,0
551,PER,0,0,0
551,PI,0,0,0
551,PJM,0,0,0
551,REQ,1,0,0
551,SWE,3,1,1
551,TES,1,0,0
552,ACQ,0,0,0
552,LEA,0,0,0
552,PER,0,0,0
552,PI,0,0,0
552,PJM,1,0,0
552,REQ,1,0,0
552,SWE,3,1,1
552,TES,2,0,0
556,ACQ,0,0,0
556,LEA,1,0,0
556,PER,1,0,0
556,PI,1,0,0
556,PJM,0,0,0
556,REQ,1,0,0
556,SWE,4,0,0
556,TES,1,0,0
557,ACQ,0,0,0
557,LEA,0,0,0
557,PER,1,0,0
557,PI,0,0,0
557,PJM,0,0,0
557,REQ,0,0,0
557,SWE,3,1,0
557,TES,1,0,0
558,ACQ,1,0,0
558,LEA,2,0,1
558,PER,1,0,0
558,PI,2,0,0
558,PJM,2,0,0
558,REQ,2,0,0
558,SWE,4,1,0
558,TES,3,0,0
559,ACQ,0,0,0
559,LEA,2,0,0
559,PER,1,0,0
559,PI,1,0,0
559,PJM,2,0,0
559,REQ,3,0,0
559,SWE,4,1,1
559,TES,3,0,0
561,ACQ,0,0,0
561,LEA,0,0,0
561,PER,0,0,0
561,PI,0,0,0
561,PJM,1,1,0
561,REQ,1,0,0
561,SWE,3,1,1
561,TES,2,0,0
562,ACQ,0,0,0
562,LEA,1,0,0
562,PER,0,0,0
562,PI,1,0,0
562,PJM,2,0,0
562,REQ,1,0,0
562,SWE,3,0,0
562,TES,1,0,0
563,ACQ,0,0,0
563,LEA,0,0,0
563,PER,1,0,0
563,PI,1,0,0
563,PJM,1,0,0
563,REQ,1,0,0
563,SWE,3,1,0
563,TES,2,0,0
567,ACQ,0,0,0
567,LEA,0,0,0
567,PER,0,0,0
567,PI,0,0,0
567,PJM,2,0,0
567,REQ,2,1,0
567,SWE,3,1,1
567,TES,1,0,0
569,ACQ,0,0,0
569,LEA,0,0,0
569,PER,0,0,0
569,PI,1,0,0
569,PJM,2,0,0
569,REQ,2,1,0
569,SWE,2,0,0
569,TES,2,0,0
571,ACQ,0,0,0
571,LEA,1,0,0
571,PER,0,0,0
571,PI,0,0,0
571,PJM,0,0,0
571,REQ,1,0,0
571,SWE,1,0,0
571,TES,3,0,1
573,ACQ,0,0,0
573,LEA,1,0,0
573,PER,1,0,0
573,PI,1,0,0
573,PJM,1,0,0
573,REQ,2,0,0
573,SWE,1,0,0
573,TES,4,1,1
574,ACQ,0,0,0
574,LEA,0,0,0
574,PER,0,0,0
574,PI,0,0,0
574,PJM,0,0,0
574,REQ,1,0,0
574,SWE,3,1,1
574,TES,1,0,0
579,ACQ,0,0,0
579,LEA,0,0,0
579,PER,0,0,0
579,PI,0,0,0
579,PJM,0,0,0
579,REQ,0,0,0
579,SWE,1,1,1
579,TES,0,0,0
580,ACQ,0,0,0
580,LEA,0,0,0
580,PER,0,0,0
580,PI,0,0,0
580,PJM,0,0,0
580,REQ,0,0,0
580,SWE,0,0,0
580,TES,3,0,0
581,ACQ,0,0,0
581,LEA,0,0,0
581,PER,0,0,0
581,PI,0,0,0
581,PJM,0,0,0
581,REQ,0,0,0
581,SWE,0,0,0
581,TES,3,0,0
582,ACQ,0,0,0
582,LEA,0,0,0
582,PER,0,0,0
582,PI,0,0,0
582,PJM,0,0,0
582,REQ,1,0,1
582,SWE,1,0,1
582,TES,3,1,0
583,ACQ,0,0,0
583,LEA,3,0,0
583,PER,0,0,0
583,PI,0,0,0
583,PJM,3,1,1
583,REQ,3,1,1
583,SWE,2,0,0
583,TES,1,0,0
584,ACQ,1,0,0
584,LEA,2,0,0
584,PER,1,0,0
584,PI,2,1,1
584,PJM,3,1,0
584,REQ,3,1,1
584,SWE,1,0,0
584,TES,1,0,0
585,ACQ,0,0,0
585,LEA,0,0,0
585,PER,0,0,0
585,PI,1,0,0
585,PJM,1,0,0
585,REQ,1,0,0
585,SWE,3,1,1
585,TES,2,0,0
586,ACQ,1,1,0
586,LEA,3,1,0
586,PER,2,0,0
586,PI,4,1,0
586,PJM,3,1,0
586,REQ,2,0,0
586,SWE,3,0,0
586,TES,1,0,0
588,ACQ,1,0,0
588,LEA,2,0,0
588,PER,2,0,0
588,PI,1,0,0
588,PJM,1,0,0
588,REQ,3,1,0
588,SWE,3,1,0
588,TES,1,0,0
590,ACQ,0,0,0
590,LEA,0,0,0
590,PER,0,0,0
590,PI,1,0,0
590,PJM,1,0,0
590,REQ,1,0,0
590,SWE,3,1,1
590,TES,1,0,0
592,ACQ,0,0,0
592,LEA,1,0,0
592,PER,1,0,0
592,PI,1,0,0
592,PJM,1,0,0
592,REQ,2,1,0
592,SWE,3,1,1
592,TES,1,0,0
593,ACQ,3,1,0
593,LEA,2,0,0
593,PER,2,0,0
593,PI,2,0,0
593,PJM,2,0,0
593,REQ,3,0,1
593,SWE,2,1,1
593,TES,4,0,1
594,ACQ,0,0,0
594,LEA,0,0,0
594,PER,0,0,0
594,PI,0,0,0
594,PJM,1,0,0
594,REQ,2,1,1
594,SWE,0,0,0
594,TES,2,1,1
595,ACQ,2,0,0
595,LEA,3,1,1
595,PER,2,0,0
595,PI,1,0,0
595,PJM,3,1,1
595,REQ,2,0,0
595,SWE,4,1,0
595,TES,1,0,0
596,ACQ,0,0,0
596,LEA,1,0,0
596,PER,1,0,0
596,PI,0,0,0
596,PJM,1,0,0
596,REQ,2,0,0
596,SWE,3,1,1
596,TES,2,0,0
598,ACQ,1,0,0
598,LEA,2,0,0
598,PER,3,0,0
598,PI,3,0,0
598,PJM,2,0,0
598,REQ,2,0,0
598,SWE,4,1,1
598,TES,3,0,0
601,ACQ,0,0,0
601,LEA,2,0,1
601,PER,3,0,0
601,PI,3,0,0
601,PJM,2,0,1
601,REQ,3,1,0
601,SWE,4,1,1
601,TES,2,0,0
602,ACQ,0,0,0
602,LEA,2,0,0
602,PER,1,0,0
602,PI,0,0,0
602,PJM,1,0,0
602,REQ,1,0,0
602,SWE,3,1,1
602,TES,1,0,0
605,ACQ,0,0,0
605,LEA,0,0,0
605,PER,0,0,0
605,PI,1,0,0
605,PJM,2,0,0
605,REQ,2,1,0
605,SWE,2,0,0
605,TES,2,0,0
606,ACQ,0,0,0
606,LEA,0,0,0
606,PER,0,0,0
606,PI,0,0,0
606,PJM,1,1,0
606,REQ,2,1,1
606,SWE,0,0,0
606,TES,1,0,0
607,ACQ,0,0,0
607,LEA,0,0,0
607,PER,0,0,0
607,PI,3,0,0
607,PJM,2,0,0
607,REQ,3,0,0
607,SWE,1,0,0
607,TES,4,1,1
608,ACQ,0,0,0
608,LEA,0,0,0
608,PER,0,0,0
608,PI,0,0,0
608,PJM,2,1,1
608,REQ,2,1,1
608,SWE,1,0,0
608,TES,2,0,0
613,ACQ,0,0,0
613,LEA,0,0,0
613,PER,0,0,0
613,PI,0,0,0
613,PJM,0,0,1
613,REQ,2,0,0
613,SWE,4,0,0
613,TES,2,0,0
615,ACQ,0,0,0
615,LEA,0,0,0
615,PER,0,0,0
615,PI,0,0,0
615,PJM,1,0,0
615,REQ,1,1,0
615,SWE,2,1,1
615,TES,2,0,0
617,ACQ,1,0,0
617,LEA,1,0,0
617,PER,1,0,0
617,PI,2,0,0
617,PJM,2,1,1
617,REQ,1,0,0
617,SWE,2,0,0
617,TES,3,1,1
619,ACQ,1,0,0
619,LEA,2,0,1
619,PER,1,0,0
619,PI,2,0,0
619,PJM,3,1,1
619,REQ,3,1,1
619,SWE,2,0,0
619,TES,1,0,0
620,ACQ,0,0,0
620,LEA,2,1,0
620,PER,0,0,0
620,PI,2,0,0
620,PJM,2,0,0
620,REQ,2,1,0
620,SWE,4,1,1
620,TES,3,0,0
622,ACQ,0,0,0
622,LEA,0,0,0
622,PER,0,0,0
622,PI,0,0,0
622,PJM,1,0,0
622,REQ,0,0,0
622,SWE,1,0,0
622,TES,3,1,1
623,ACQ,1,0,0
623,LEA,2,0,0
623,PER,1,0,0
623,PI,2,0,0
623,PJM,2,1,1
623,REQ,3,1,1
623,SWE,2,0,0
623,TES,2,1,0
624,ACQ,0,0,0
624,LEA,1,0,0
624,PER,1,0,0
624,PI,1,0,0
624,PJM,1,0,0
624,REQ,2,1,0
624,SWE,4,1,1
624,TES,2,1,0
626,ACQ,0,0,0
626,LEA,0,0,0
626,PER,0,0,0
626,PI,0,0,0
626,PJM,0,0,0
626,REQ,0,0,0
626,SWE,0,0,0
626,TES,2,0,0
627,ACQ,0,0,0
627,LEA,0,0,0
627,PER,0,0,0
627,PI,0,0,0
627,PJM,0,0,0
627,REQ,0,0,0
627,SWE,0,0,0
627,TES,2,1,1
629,ACQ,0,0,0
629,LEA,2,1,1
629,PER,0,0,0
629,PI,0,0,0
629,PJM,0,0,0
629,REQ,0,0,0
629,SWE,0,0,0
629,TES,3,1,0
632,ACQ,0,0,0
632,LEA,1,0,0
632,PER,2,0,0
632,PI,1,0,0
632,PJM,3,0,0
632,REQ,1,0,1
632,SWE,3,1,1
632,TES,1,0,1
633,ACQ,1,0,0
633,LEA,2,1,0
633,PER,2,0,0
633,PI,2,0,0
633,PJM,3,1,0
633,REQ,3,1,0
633,SWE,1,0,0
633,TES,1,0,0
634,ACQ,0,0,0
634,LEA,0,0,0
634,PER,0,0,0
634,PI,0,0,0
634,PJM,0,0,0
634,REQ,0,0,0
634,SWE,3,1,1
634,TES,0,0,0
636,ACQ,0,0,0
636,LEA,2,0,0
636,PER,1,0,0
636,PI,1,0,0
636,PJM,2,0,0
636,REQ,2,0,0
636,SWE,3,0,0
636,TES,1,0,0
638,ACQ,0,0,0
638,LEA,0,0,0
638,PER,2,0,0
638,PI,1,0,0
638,PJM,1,1,0
638,REQ,2,1,1
638,SWE,3,1,1
638,TES,1,0,0
639,ACQ,0,0,0
639,LEA,0,0,0
639,PER,0,0,0
639,PI,2,0,0
639,PJM,3,1,1
639,REQ,1,0,1
639,SWE,0,0,0
639,TES,0,0,0
641,ACQ,0,0,0
641,LEA,0,0,0
641,PER,0,0,0
641,PI,0,0,0
641,PJM,1,1,0
641,REQ,2,1,0
641,SWE,1,0,0
641,TES,2,0,0
643,ACQ,0,0,0
643,LEA,0,0,0
643,PER,1,0,0
643,PI,1,0,0
643,PJM,1,0,0
643,REQ,1,0,0
643,SWE,3,0,0
643,TES,2,0,0
645,ACQ,0,0,0
645,LEA,1,1,0
645,PER,0,0,0
645,PI,0,0,0
645,PJM,1,1,0
645,REQ,2,1,1
645,SWE,2,1,1
645,TES,4,1,1
647,ACQ,0,0,0
647,LEA,0,0,0
647,PER,0,0,0
647,PI,0,0,0
647,PJM,0,0,0
647,REQ,1,0,0
647,SWE,2,1,1
647,TES,1,0,0
650,ACQ,0,0,0
650,LEA,2,1,0
650,PER,0,0,0
650,PI,2,0,0
650,PJM,2,1,0
650,REQ,2,1,0
650,SWE,1,0,0
650,TES,2,0,0
653,ACQ,0,0,0
653,LEA,2,0,0
653,PER,1,0,0
653,PI,1,0,0
653,PJM,0,0,0
653,REQ,1,0,0
653,SWE,4,1,1
653,TES,2,0,0
654,ACQ,0,0,0
654,LEA,2,0,0
654,PER,0,0,0
654,PI,2,1,1
654,PJM,2,1,1
654,REQ,4,1,1
654,SWE,1,0,0
654,TES,0,0,0
655,ACQ,2,0,1
655,LEA,2,0,1
655,PER,0,0,0
655,PI,1,0,1
655,PJM,3,1,1
655,REQ,2,0,0
655,SWE,2,0,0
655,TES,0,0,0
659,ACQ,0,0,0
659,LEA,0,0,0
659,PER,0,0,0
659,PI,2,0,0
659,PJM,2,0,0
659,REQ,3,1,0
659,SWE,0,0,0
659,TES,2,0,0
661,ACQ,0,0,0
661,LEA,2,0,1
661,PER,2,0,0
661,PI,2,0,1
661,PJM,1,0,1
661,REQ,2,0,0
661,SWE,3,0,0
661,TES,4,1,0
662,ACQ,0,0,0
662,LEA,0,1,0
662,PER,0,0,1
662,PI,0,0,0
662,PJM,0,1,0
662,REQ,0,0,1
662,SWE,0,1,0
662,TES,0,0,1
664,ACQ,0,0,0
664,LEA,0,0,0
664,PER,0,0,0
664,PI,0,0,0
664,PJM,0,0,0
664,REQ,1,0,0
664,SWE,4,1,0
664,TES,1,0,0
666,ACQ,0,0,0
666,LEA,0,0,0
666,PER,0,0,0
666,PI,0,0,0
666,PJM,0,0,0
666,REQ,0,0,0
666,SWE,3,1,1
666,TES,1,0,0
668,ACQ,0,0,0
668,LEA,0,0,0
668,PER,0,0,0
668,PI,0,0,0
668,PJM,2,1,0
668,REQ,1,1,0
668,SWE,1,0,0
668,TES,2,0,0
671,ACQ,0,0,0
671,LEA,0,0,0
671,PER,0,0,0
671,PI,0,0,0
671,PJM,0,0,0
671,REQ,0,0,0
671,SWE,2,1,1
671,TES,0,0,0
672,ACQ,0,0,0
672,LEA,2,0,0
672,PER,0,0,0
672,PI,2,1,0
672,PJM,3,1,0
672,REQ,3,1,0
672,SWE,1,0,0
672,TES,2,0,0
674,ACQ,0,0,0
674,LEA,0,0,0
674,PER,0,0,0
674,PI,0,0,0
674,PJM,0,0,0
674,REQ,0,0,0
674,SWE,3,1,1
674,TES,0,0,0
676,ACQ,0,0,0
676,LEA,0,0,0
676,PER,0,0,0
676,PI,1,0,0
676,PJM,0,0,0
676,REQ,1,0,0
676,SWE,3,1,1
676,TES,1,0,0
679,ACQ,0,0,0
679,LEA,0,0,0
679,PER,0,0,0
679,PI,0,0,0
679,PJM,0,0,0
679,REQ,1,0,0
679,SWE,4,0,0
679,TES,1,0,0
681,ACQ,2,0,1
681,LEA,3,1,1
681,PER,2,1,0
681,PI,2,1,0
681,PJM,3,1,1
681,REQ,3,1,1
681,SWE,3,0,0
681,TES,2,0,0
686,ACQ,0,0,0
686,LEA,0,0,0
686,PER,0,0,0
686,PI,0,0,0
686,PJM,1,0,1
686,REQ,3,0,1
686,SWE,4,1,1
686,TES,3,0,1
687,ACQ,0,0,0
687,LEA,0,0,0
687,PER,0,0,0
687,PI,0,0,0
687,PJM,0,0,0
687,REQ,1,0,0
687,SWE,2,0,0
687,TES,1,0,0
690,ACQ,0,0,0
690,LEA,1,0,0
690,PER,1,0,0
690,PI,2,1,1
690,PJM,3,1,1
690,REQ,3,1,1
690,SWE,1,0,0
690,TES,2,0,0
691,ACQ,0,0,0
691,LEA,2,0,0
691,PER,0,0,0
691,PI,1,0,0
691,PJM,3,0,0
691,REQ,2,0,0
691,SWE,1,0,0
691,TES,3,0,0
694,ACQ,0,0,0
694,LEA,3,1,0
694,PER,0,0,0
694,PI,2,1,0
694,PJM,3,1,0
694,REQ,1,0,0
694,SWE,2,0,0
694,TES,2,0,0
696,ACQ,0,0,0
696,LEA,0,0,0
696,PER,1,0,0
696,PI,0,0,0
696,PJM,3,0,0
696,REQ,1,1,1
696,SWE,0,0,0
696,TES,1,0,0
698,ACQ,0,0,0
698,LEA,3,0,1
698,PER,1,0,0
698,PI,2,0,1
698,PJM,3,0,0
698,REQ,3,0,0
698,SWE,1,0,0
698,TES,4,1,0
700,ACQ,0,0,0
700,LEA,1,0,0
700,PER,2,0,0
700,PI,0,0,0
700,PJM,1,0,0
700,REQ,2,0,0
700,SWE,3,1,0
700,TES,3,1,0
701,ACQ,3,0,0
701,LEA,3,0,0
701,PER,0,0,0
701,PI,3,0,1
701,PJM,4,1,0
701,REQ,2,0,1
701,SWE,1,0,0
701,TES,2,0,1
702,ACQ,2,0,0
702,LEA,2,0,0
702,PER,2,0,0
702,PI,2,1,1
702,PJM,2,1,1
702,REQ,1,1,1
702,SWE,4,1,1
702,TES,2,0,0
704,ACQ,1,0,0
704,LEA,0,0,0
704,PER,0,0,0
704,PI,2,1,1
704,PJM,1,0,0
704,REQ,2,1,0
704,SWE,2,1,1
704,TES,2,0,0
705,ACQ,0,0,0
705,LEA,1,0,0
705,PER,2,1,0
705,PI,3,1,0
705,PJM,2,1,1
705,REQ,2,0,0
705,SWE,3,1,1
705,TES,2,0,0
706,ACQ,0,0,0
706,LEA,0,0,0
706,PER,0,0,0
706,PI,2,1,0
706,PJM,2,1,1
706,REQ,3,1,1
706,SWE,0,0,0
706,TES,2,0,0
707,ACQ,0,0,0
707,LEA,0,0,0
707,PER,0,0,0
707,PI,1,0,0
707,PJM,3,1,1
707,REQ,2,1,1
707,SWE,1,0,0
707,TES,3,0,1
708,ACQ,2,1,0
708,LEA,1,1,0
708,PER,1,0,1
708,PI,1,1,1
708,PJM,2,0,0
708,REQ,2,1,1
708,SWE,4,1,0
708,TES,2,0,0
710,ACQ,2,0,0
710,LEA,1,0,0
710,PER,0,0,0
710,PI,2,0,0
710,PJM,3,0,1
710,REQ,2,0,0
710,SWE,4,1,0
710,TES,2,1,0
713,ACQ,0,0,0
713,LEA,0,0,0
713,PER,0,0,0
713,PI,0,0,0
713,PJM,2,0,0
713,REQ,2,0,0
713,SWE,1,0,0
713,TES,2,0,0
714,ACQ,0,0,0
714,LEA,0,0,0
714,PER,0,0,0
714,PI,1,0,0
714,PJM,2,0,0
714,REQ,2,0,0
714,SWE,3,0,0
714,TES,2,0,0
715,ACQ,0,0,0
715,LEA,1,0,0
715,PER,1,0,0
715,PI,2,0,0
715,PJM,2,0,0
715,REQ,2,0,0
715,SWE,3,0,1
715,TES,3,0,1
717,ACQ,0,0,0
717,LEA,2,1,0
717,PER,1,0,0
717,PI,1,0,0
717,PJM,2,1,0
717,REQ,1,0,0
717,SWE,4,1,1
717,TES,0,0,0
718,ACQ,0,0,0
718,LEA,0,0,0
718,PER,0,0,0
718,PI,1,0,0
718,PJM,1,0,0
718,REQ,2,0,0
